CLUE,CLAVE JUR,NOMBRE DE LA UNIDAD INTERNA EN NÓMINA,ESTATUS DE OPERACIÓN,,,,NIVEL DE ATENCIÓN,,
CSSSA004776,6,CENTRO DE SALUD RURAL 1 NB MIGUEL HIDALGO PALENQUE,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA004670,6,CENTRO DE SALUD RURAL 1 NB NUEVA ESPERANZA 1A. SECCION PALENQUE,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA004793,6,CENTRO DE SALUD RURAL 1 NB SATURNINO RIOS PALENQUE,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA004694,6,CENTRO DE SALUD RURAL 2 NB RIO CHANCALA PALENQUE,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA004810,6,CENTRO DE SALUD RURAL 1 NB CHOCOLJAITO PALENQUE,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA004822,6,CENTRO DE SALUD RURAL 1 NB EBEN EZER PALENQUE,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA004723,6,CENTRO DE SALUD RURAL 1 NB SAN MARTIN CHAMIZAL PALENQUE,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA004665,6,CENTRO DE SALUD RURAL 1 NB EL NARANJO PALENQUE,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA008276,6,CENTRO DE SALUD URBANO 5 NB YAJALON ,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA003171,6,CENTRO DE SALUD RURAL 2 NB LA LIBERTAD,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005580,6,CENTRO DE SALUD RURAL 1 NB LOS NARANJOS SABANILLA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005621,6,CENTRO DE SALUD RURAL 1 NB ATOYAC NAYLUM SABANILLA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005592,6,CENTRO DE SALUD RURAL 1 NB EL PARAISO SABANILLA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005720,6,CENTRO DE SALUD RURAL 1 NB RIO JORDAN SALTO DE AGUA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005756,6,CENTRO DE SALUD RURAL 1 NB SAN PEDRO SABANA SALTO DE AGUA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005662,6,CENTRO DE SALUD RURAL 1 NB IGNACIO ZARAGOZA SALTO DE AGUA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005650,6,CENTRO DE SALUD RURAL 1 NB ARROYO PALENQUE SALTO DE AGUA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006951,6,CENTRO DE SALUD RURAL 1 NB ALVARO OBREGON TILA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA007050,6,CENTRO DE SALUD RURAL 1 NB JOLJA TIONTIEPA TILA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA007004,6,CENTRO DE SALUD RURAL 1 NB USIPA TILA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA007062,6,CENTRO DE SALUD RURAL 1 NB WILLIS 2Âª SECCION TILA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA007033,6,CENTRO DE SALUD RURAL 1 NB NUEVO LIMAR TILA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006946,6,CENTRO DE SALUD RURAL 1 NB TILA ,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA007535,6,CENTRO DE SALUD RURAL 1 NB BENITO JUAREZ TUMBALA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA019913,6,CENTRO DE SALUD MICROREGIONAL RURAL 1 NB EMILIANO ZAPATA MARQUES DE COMILLAS,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA007506,6,CENTRO DE SALUD RURAL 1 NB IGNACIO ALLENDE TUMBALA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA008503,6,CENTRO DE SALUD RURAL 1 NB NUEVO VERACRUZ BENEMERITO DE LAS AMERICAS,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA008515,6,CENTRO DE SALUD RURAL 1 NB QUETZALCOALT BENEMERITO DE LAS AMERICAS,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA008614,6,CENTRO DE SALUD RURAL 1 NB QUIRINGUICHARO MARQUES DE COMILLAS,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA008590,6,CENTRO DE SALUD RURAL 1 NB BOCA DE CHAJUL MARQUES DE COMILLAS,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA004040,6,CENTRO DE SALUD RURAL 1 NB FRONTERA COROZAL OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA004035,6,CENTRO DE SALUD CON HOSPITALIZACION NUEVA PALESTINA OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA004076,6,CENTRO DE SALUD RURAL 1 NB SANTO DOMINGO OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000815,6,CASA DE SALUD LA TUZA CATAZAJA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000820,6,CENTRO DE SALUD RURAL 1 NB VILLA FRACCIONAMIENTO EL ROSARIO CATAZAJA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA003183,6,CASA DE SALUD BENITO JUAREZ LA LIBERTAD,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA003195,6,CASA DE SALUD ALDAMA LA LIBERTAD,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA004612,6,CASA DE SALUD CHACAMAX PALENQUE,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA004641,6,CENTRO DE SALUD RURAL 1 NB LAZARO CARDENAS PALENQUE,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA004735,6,CASA DE SALUD SAN MATEO PALENQUE,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA004740,6,CASA DE SALUD TOMAS GARRIDO CANABAL PALENQUE,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA004764,6,CENTRO DE SALUD RURAL 1 NB ROBERTO BARRIOS PALENQUE,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA017673,6,CASA DE SALUD ARIMATEA PALENQUE,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA017661,6,CASA DE SALUD SAN JUAN TULIJA (SAN JUAN) PALENQUE,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA004834,6,CENTRO DE SALUD RURAL 1 NB NUEVA ESPERANZA PROGRESISTA PALENQUE,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA004752,6,CENTRO DE SALUD RURAL 1 NB LA UNION PALENQUE,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA004706,6,CASA DE SALUD SAN MATEO (ANTES SAN FELIPE) PALENQUE,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005604,6,CASA DE SALUD QUIOICH SABANILLA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005616,6,CASA DE SALUD FRANCISCO VILLA SABANILLA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA019831,6,CENTRO DE SALUD MICROREGIONAL RURAL 1 NB ARROYO AGUA AZUL (MIRAFLORES) SALTO DE AGUA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA019843,6,CENTRO DE SALUD MICROREGIONAL RURAL 1 NB CHUCHUCLUMIL SALTO DE AGUA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005674,6,CASA DE SALUD SANTA RITA 1A SECC MICHOL SALTO DE AGUA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005686,6,CENTRO DE SALUD RURAL 1 NB NUEVO MUNDO SALTO DE AGUA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA019855,6,CENTRO DE SALUD MICROREGIONAL RURAL 1 NB EL PROGRESO SALTO DE AGUA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA017632,6,CASA DE SALUD SANTA MARIA SALTO DE AGUA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA008824,6,CENTRO DE SALUD RURAL 1 NB TIEMOPA SALTO DE AGUA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005744,6,CASA DE SALUD AGUA CLARA SALTO DE AGUA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA019860,6,CENTRO DE SALUD MICROREGIONAL RURAL 1 NB TIENTIUL GRANDE 2A. SECC SALTO DE AGUA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006963,6,CASA DE SALUD CARRIZAL TILA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA020065,6,CENTRO DE SALUD MICROREGIONAL RURAL 1 NB JOLJA TILA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA007021,6,CASA DE SALUD ZAQUITEL OJO DE AGUA TILA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA007511,6,CENTRO DE SALUD RURAL 2 NB CACAHUATAL TUMBALA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA019872,6,CENTRO DE SALUD MICROREGIONAL RURAL 1 NB CUCTIEPA TUMBALA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA007523,6,CENTRO DE SALUD RURAL 1 NB EMILIANO ZAPATA TUMBALA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA019884,6,CENTRO DE SALUD MICROREGIONAL RURAL 1 NB ARROYO AGUA AZUL TUMBALA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA008310,6,CASA DE SALUD LA LAGUNA YAJALON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA017685,6,CASA DE SALUD NUEVA REFORMA BENEMERITO DE LAS AMERICAS,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA019983,6,CENTROS DE SALUD CON SERVICIOS AMPLIADOS ZAMORA PICO DE ORO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA019901,6,CENTRO DE SALUD MICROREGIONAL RURAL 1 NB  LIC. ADOLFO LOPEZ MATEOS MARQUES DE COMILLAS,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA019896,6,CENTRO DE SALUD MICROREGIONAL RURAL 1 NB AMERICA LIBRE MARQUES DE COMILLAS,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000791,6,CENTRO DE SALUD CON HOSPITALIZACION PLAYAS DE CATAZAJA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000803,6,UNIDAD MOVIL BOCA DEL RIO CHICO CATAZAJA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005732,6,CENTRO DE SALUD RURAL 1 NB VICENTE GUERRERO SALTO DE AGUA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA004595,6,HOSPITAL GENERAL PALENQUE,EN OPERACIÓN,NULL,NULL,NULL,SEGUNDO NIVEL,NULL,NULL
CSSSA009232,6,"HOSPITAL GENERAL YAJALÓN ""DR. JOSE MANUEL VELASCO SILES""",EN OPERACIÓN,NULL,NULL,NULL,SEGUNDO NIVEL,NULL,NULL
CSSSA017731,6,HOSPITAL BASICO COMUNITARIO DE SANTO DOMINGO OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,SEGUNDO NIVEL,NULL,NULL
CSSSA006934,6,HOSPITAL BASICO COMUNITARIO DE TILA,EN OPERACIÓN,NULL,NULL,NULL,SEGUNDO NIVEL,NULL,NULL
CSSSA005645,6,HOSPITAL BASICO COMUNITARIO SALTO DE AGUA ,EN OPERACIÓN,NULL,NULL,NULL,SEGUNDO NIVEL,NULL,NULL
CSSSA004624,6,UNIDAD MOVIL NUEVO EDEN PALENQUE,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005691,6,UNIDAD MOVIL POTLOJA SALTO DE AGUA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA008491,6,UNIDAD MOVIL ARROYO DELICIAS BENEMERITO DE LAS AMERICAS,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012674,6,UNIDAD MOVIL CARAVANA TIPO 0 LA ARENA OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012406,6,UNIDAD MOVIL CARAVANA TIPO 0 NUEVO MARISCAL OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012534,6,UNIDAD MOVIL CARAVANA TIPO 0 NUEVA LIBERTAD OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012493,6,UNIDAD MOVIL CARAVANA TIPO 0 EL EDEN PALENQUE,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012505,6,UNIDAD MOVIL CARAVANA TIPO 0 LIC GUSTAVO DIAZ ORDAZ PALENQUE,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012510,6,UNIDAD MOVIL CARAVANA TIPO 0 LINDAVISTA (CHINIQUIJA) PALENQUE,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012633,6,UNIDAD MOVIL CARAVANA TIPO 0 PUYIPA PALENQUE,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012841,6,UNIDAD MOVIL CARAVANA TIPO 0 SAN JUAN CHANCALAITO PALENQUE,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012481,6,UNIDAD MOVIL CARAVANA TIPO 0 EL LACANDON PALENQUE,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012522,6,UNIDAD MOVIL CARAVANA TIPO 0 RICARDO FLORES MAGON PALENQUE,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012546,6,UNIDAD MOVIL CARAVANA TIPO 0 LAZARO CARDENAS DEL RIO SABANILLA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012551,6,UNIDAD MOVIL CARAVANA TIPO 0 ASUNCION HUITIUPAN SABANILLA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012662,6,UNIDAD MOVIL CARAVANA TIPO 0  CHAPAYAL SALTO DE AGUA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012832,6,UNIDAD MOVIL CARAVANA TIPO 0 LA CONCORDIA SALTO DE AGUA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA017830,6,UNIDAD MOVIL CARAVANA TIPO 2 DOS RIOS SALTO DE AGUA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012575,6,UNIDAD MOVIL CARAVANA TIPO 0 JOSE MARIA PINO SUAREZ SALTO DE AGUA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012563,6,UNIDAD MOVIL CARAVANA TIPO 0 TORTUGUERO 2A. SECCION SALTO DE AGUA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012814,6,UNIDAD MOVIL CARAVANA TIPO 0 JOLNOPA GUADALUPE TILA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012616,6,UNIDAD MOVIL CARAVANA TIPO 0 CERRO MISOPA TILA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012645,6,UNIDAD MOVIL CARAVANA TIPO 0 EL OCOTAL TILA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012805,6,UNIDAD MOVIL CARAVANA TIPO 0 VILLAFLORES TILA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018180,6,UNIDAD MOVIL CARAVANA TIPO 0 FLOR DE CAFE TUMBALA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012336,6,UNIDAD MOVIL CARAVANA TIPO 0 SOMBRA GRANDE TUMBALA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012312,6,UNIDAD MOVIL CARAVANA TIPO 0 SHASHIJA YAJALON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012823,6,UNIDAD MOVIL CARAVANA TIPO 0 ESPERANZA TAKINUKUM YAJALON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012621,6,UNIDAD MOVIL CARAVANA TIPO 0 ARROYO CARRIZAL YAJALON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012341,6,UNIDAD MOVIL CARAVANA TIPO 0 TULAQUIL YAJALON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012686,6,UNIDAD MOVIL CARAVANA TIPO 0 ESPERANZA SETZER YAJALON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012650,6,UNIDAD MOVIL CARAVANA TIPO 0 SANTA CANDELARIA YAJALON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012324,6,UNIDAD MOVIL CARAVANA TIPO 0 CALVARIO BAHUITZ YAJALON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012271,6,UNIDAD MOVIL CARAVANA TIPO 0 CALVARIO LAS DELICIAS YAJALON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA019172,6,PALENQUE (UNEME CAPA),EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA019510,6,PALENQUE (U.N.E.M.E. CIRUGIA AMBULATORIA),EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA017382,6,ALMACEN JURISDICCIONAL (PALENQUE),EN OPERACIÓN,NULL,NULL,NULL,NO APLICA,NULL,NULL
CSSSA009302,6,CENTRO DE SALUD CON SERVICIOS AMPLIADOS SABANILLA,EN OPERACION,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA009372,6,CENTRO DE SALUD CON SERVICIOS AMPLIADOS SANTA MARIA SALTO DE AGUA,EN OPERACION,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA009314,6,CENTRO DE SALUD CON SERVICIOS AMPLIADOS DR. MANUEL VELASCO SUAREZ TUMBALA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA017283,7,OFICINA JURISDICCIONAL No. VII (TAPACHULA),EN OPERACIÓN,NULL,NULL,NULL,NO APLICA,NULL,NULL
CSSSA006444,7,CENTRO DE SALUD URBANO 10 NB TAPACHULA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006420,7,CENTRO DE SALUD URBANO 3 NB VILLA DE LAS FLORES TAPACHULA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006432,7,CENTRO DE SALUD URBANO 4 NB TAPACHULA INDECO CEBADILLA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006601,7,CENTRO DE SALUD RURAL 1 NB VIVA MEXICO TAPACHULA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006485,7,CENTRO DE SALUD RURAL 1 NB EL EDEN TAPACHULA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006531,7,CENTRO DE SALUD RURAL 3 NB PUERTO MADERO TAPACHULA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006456,7,CENTRO DE SALUD RURAL 1 NB ALVARO OBREGON TAPACHULA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018040,7,CENTRO DE SALUD URBANO 1 NB NUEVO MILENIO TAPACHULA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006473,7,CENTRO DE SALUD RURAL 1 NB CEBADILLA 2A. SECCION TAPACHULA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006526,7,CENTRO DE SALUD RURAL 1 NB JOSE MARIA MORELOS TAPACHULA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018035,7,CASA DE SALUD PLAYA LINDA TAPACHULA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006543,7,CENTRO DE SALUD RURAL 3 NB RAYMUNDO ENRIQUEZ TAPACHULA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA003661,7,CASA DE SALUD SANTA CLARA MAZATAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA002623,7,CENTRO DE SALUD URBANO 5 NB HUIXTLA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA002256,7,CENTRO DE SALUD RURAL 2 NB EL TRIUNFO ESCUINTLA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA002244,7,CENTRO DE SALUD RURAL 1 NB SAN FELIPE TIZAPA ESCUINTLA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA002203,7,CENTRO DE SALUD CON HOSPITALIZACION  ESCUINTLA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA002261,7,CENTRO DE SALUD R 1 NB MANACAL LLANO GRANDE ESCUINTLA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000086,7,CENTRO DE SALUD RURAL 2 NB ACAPETAHUA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005266,7,CENTRO DE SALUD RURAL 3 NB VILLA COLMALTITLAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA002430,7,CENTRO DE SALUD RURAL 2 NB HUEHUETAN ,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA017171,7,CENTRO DE SALUD RURAL 1 NB MIGUEL ALEMAN SUCHIATE,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA007820,7,CENTRO DE SALUD RURAL 1 NB UNION JUAREZ,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018006,7,CENTRO DE SALUD URBANO 3 NB MAZATAN ,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA003656,7,CASA DE SALUD MARTE R. GOMEZ MAZATAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006362,7,CENTRO DE SALUD URBANO 4 NB CIUDAD HIDALGO SUCHIATE,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA002401,7,CENTRO DE SALUD RURAL 1 NB FRONTERA HIDALGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA007663,7,CENTRO DE SALUD RURAL 2 NB TUXTLA CHICO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006461,7,CENTRO DE SALUD RURAL 1 NB CARRILLO PUERTO TAPACHULA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA003200,7,CENTRO DE SALUD RURAL 3 NB MAPASTEPEC,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000016,7,CASA DE SALUD NUEVA REFORMA ACACOYAGUA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000021,7,CASA DE SALUD FLOR DEL CARMEN ACACOYAGUA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000033,7,CENTRO DE SALUD RURAL 1 NB LAS BRISAS ACACOYAGUA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000091,7,CENTRO DE SALUD RURAL 1 NB BARRA DE ZACAPULCO ACAPETAHUA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000103,7,CENTRO DE SALUD RURAL 1 NB EJIDO LAS MURALLAS ACAPETAHUA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA017982,7,CASA DE SALUD JIQUILPAN ACAPETAHUA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
